,customer_unique_id,Recency,Frequency,Monetary
121,e1858db871ca0cea6d07b5413f450048,90,1,402.49
122,52a7fb2dfa60628b04619fa279d3e27c,270,1,110.89
123,c3fcf3b664801fe10c4d9f62ac72b21a,153,1,204.45
124,87d406e4698a66118241f1f4a407ee03,64,1,109.35
125,d01cf8c6c7c836c5dd9320585928f42b,135,2,113.72
126,41a1e8124bbc0d73734103301fdd4115,228,1,97.81
127,94819c1119bcbb29d414ac33b904e82d,147,1,133.25
128,5e965d35ef2083367ff713df75fa6f16,181,1,445.32
129,213ce7ea2a0345a65b4045cf55be42d8,223,1,65.47
130,6f19cd82c9d4d5b80bd8fbd24e600576,252,1,40.78
131,8689753ac05594f16b97e8bd556b50b0,267,1,273.27
132,cf50302e77f7141c5923c3bc84ceffaf,25,1,106.73
133,995fe9426f030109b1614044edaf46d9,153,2,218.94
134,71570c9b76f11df814726260cf634fb8,33,1,698.85
135,1006daf2f4f3b40848bdb64d356b4b39,166,1,58.28
136,04e1ad29192c7d23646272968393bf36,181,1,49.73
137,51cbfa44126505de7a55fb99ba49648b,134,4,279.6
138,d7b472813b9255677466c5cd3cbc7b31,105,1,86.36
139,ac307db9d15fc5bb19b61298bd6bd1ed,46,4,847.34
140,a5314ac290a8b141491e987ae37aa7cc,39,1,35.36
141,b33ab8755cd35552942225232a9a8849,262,1,216.26
142,ff10e644ac8984d7e9fcafd5adf1b8cd,28,1,83.05
143,8b4e378f85633a53f78340e5692b8ba7,142,1,121.68
144,dbc0a39ff0c850cd0358a1fe289095b9,199,1,57.68
145,a54ff9cb5691f3de0ad67974bbb905fd,265,1,35.24
146,c89cf1a054b60f1d893617b0b1a140d7,271,1,286.54
147,95aec963a6193f24401417870b648031,37,1,140.88
148,76c9a12722537319e44c31e70b7815c3,86,1,41.69
149,23daf66dd86071f57d332fa5562afbe9,97,1,20.75
150,344fecfc1b158f40bd95550e62547fda,207,1,165.4
151,b0608ebf65dbde33b45973a50e9f8965,104,1,102.56
152,677e8fb8d35d03be1fd8fd461c60a1cf,19,1,84.64
153,2db7f214cad74f77bf16ddd07ec20b35,132,1,446.51
154,48625b68a29dcfc3aba4b5147e0625aa,204,1,138.09
155,1e85d1d3ecbe271f8410d13ce6bc189f,286,1,50.68
156,fb20bf5c01fbc8bb8ab3ec1e4104c9d5,210,1,170.1
157,c8d183727fc9b4dcac256fbe246d6270,229,1,89.88
158,6517822823bf509a5dd294d5cd69a829,152,1,160.14
159,d903cb2df3fc0df3e432bc359d8a6bf2,112,1,63.46
160,d76441ab4a22e389561144ffafdaa19c,20,1,145.0
161,afee8d312f30964ff72528a719219034,134,1,136.4
162,a55964e9744ba2f8e5911ff221b5de47,260,1,146.44
163,5824772f55a94d6c06cbd5df136f5ba4,117,4,515.88
164,7eb6b25c03556dfd2a2ee982f42074c2,284,1,240.23
165,a97d43b24d76819903192611aca17914,242,2,175.31
166,65daa8af71675f5b6e90b235f029438c,251,1,74.16
167,c6ff1299ecfd927f41df559f9b61e94a,183,1,338.0
168,b329ed361b94aa14781944b23063b5b0,163,1,183.65
169,b6ebed144895adea96b6193124ea3db4,277,4,1507.88
170,29fbb2801362f8857a80e4c1a0c74aa5,247,1,64.09
171,db3e4742e06a8a95bb1ff58ba972f8b5,152,1,59.47
172,ac4aeb840ae2987076143c45d465e8a5,272,1,91.18
173,07d04d1635ec5d81de0045c612783e01,148,1,83.33
174,25799bf6b79e82c19bd6d590c02cf821,215,1,53.3
175,a9a7ad094e7f664ee17a02d45257ddfd,113,1,76.29
176,490aaedd703d157551ba484dbf0ec17c,73,1,403.32
177,5fd0cae43a6002e194fe471367ee22d2,217,4,207.0
178,56509f7bc43892a0da09ee14f50a6f84,224,1,211.89
179,6f6700b18880238014937d470e8f5f6f,187,1,111.4
180,b8c64934a84e5ac575aaf1c5d50f340e,151,2,143.32
181,51ac8560948d44d4ffa33f2680569a20,209,2,223.26
182,191525912e1a31a97bf8b481ce852f75,70,2,263.64
183,6dfa1ddc7f7e7d7930de326f34c16f53,285,1,41.69
184,ecc6d0f3eb9435df737e1f0d9a1c6d3f,123,2,435.14
185,fc99cf02242e9883997db66f863ab742,175,4,483.48
186,99d697dd68fad729283560abe0adae43,231,1,136.37
187,b36e3758a257a9e554bfae4d648b2950,59,1,48.83
188,6985e81d9007fa0eac3c04a9752efd6c,21,1,75.1
189,6927dac0fa9c5c972d388e6a77ce7d93,328,1,76.67
190,4e1e21d422058c75922a29548f43479d,141,1,198.12
191,f5cb81f98962f7504bef1e75579b6dff,201,1,132.05
192,0d75e26f60500a90bbf13fa2b9af61cb,47,1,112.46
193,757921c3d0047781031e9bcbaf2c393c,278,1,84.43
194,ad28944afc91824e30366a595654aaa4,106,1,124.76
195,26519785c800da52d3796667a222ecb0,218,1,69.73
196,1fd4f857b3f68f5622ebde22e2b328a6,74,1,31.22
197,c05813a7cd3de5d467c50fb22e52eb2c,31,1,22.18
198,83d1d424c386ddd0ee98407d038bcdb2,273,1,76.85
199,b931fdce2c9ab0c8475ac1bc83af0f04,199,1,32.69
200,28a9545ffe21521e8fa3870135873d50,164,1,100.57
201,0be176523405976a37488ad6a2b81031,87,1,88.31
202,6c5c77a50c55187a74295b4aee84b778,113,1,55.56
203,e20247a9f1cdb71d4415f2a0903212f9,173,1,363.96
204,f81bd58e79b9717dc8a5edb0c4f0b502,182,1,84.91
205,682dff0e9050d37ddd64e2ffc53bcbbe,217,1,207.02
206,86d665d743ac6fc7a69c5f97c1264ea9,81,1,419.12
207,089b7f0bd3654dae116bbef61b197fea,290,1,42.27
208,0e52335ca066271c324be8289cae3251,62,1,94.74
209,33e608856217dd0b34bf69e313470406,28,1,79.63
210,c53d90ab068a7fde8fb74003248e1ebc,277,1,194.06
211,ae3759d2ee307574752179acccd595b6,207,1,39.75
212,1a2d84203a039be469e1e754f4b8b0b2,140,1,108.2
213,8718d37e3e19a80c134708dbe5815732,289,1,102.74
214,3353f4c5877c92dabf4068661b4564fd,37,1,72.05
215,0a289ff546b41e561b900c97b7bf6c78,147,1,24.38
216,900cd19b12a13a27ae64bf2d4f1271ec,228,1,56.78
217,cbc1758cf3d80ee00814749bdb650bd3,174,3,238.41
218,e88522b2099d00ffd478720abcaeba48,85,1,148.69
219,30e4588900a8ceade11dbe60525d107e,194,1,116.34
220,701a19d561fa7884b12c229759819698,221,1,96.8
221,5925dfa8cd87ab4d852383f7039c8bc2,153,1,130.69
222,1c13e7a690e418f5a133c8a219b5a124,62,1,865.01
223,396e89f9a8b20de569b4f649539028db,166,1,322.17
224,50bcf3c27a375da1f5d33ab1798b38a4,154,1,275.19
225,279bd194cc9790cf88fbd6442e3cf716,26,1,78.22
226,2c87620a0cba3dc7cdaf2617928d15d7,182,1,262.37
227,cdd4e05e1a4f6713e1ae3805b30d7df2,19,4,514.84
228,875a8799fbbac7a0f209714bebde4f1e,265,1,61.75
229,cd10a74ff01ce316302e0db00e90ccb4,91,1,77.03
230,ea870f4fdfd85ac98ab775b76efe3143,264,1,162.25
231,c672c78ba400adf4deb64f3aedf65cb0,172,1,57.46
232,cdf80822e68184b438a469f3dc2121a4,78,1,39.75
233,a4031c5f35399c228a1cd7ed7431fd02,57,1,159.07
234,d84d4b0fd330741632546d09239344bc,272,1,34.0
235,d02cbb85434c84acabb8e81bbf064d3e,145,3,98.02
236,a8f2d0c982dc7985992fa2b93fdb7863,7,1,143.94
237,b4f36e3de7babd2a14f4a8d4a21d1eb7,93,1,174.42
238,e8dffc994f5e11c852b8706c0470ce53,267,1,101.34
239,2d3c25ea3f9a4d5136a7ff272b1b0ab1,174,1,69.32
240,26ad164ad913649d86d05c20c3eaad57,8,1,139.56
241,cef44ce121b124fdc3438472b1ac4e9a,201,2,108.72
242,bef61c4e2f6c5afdc112a9dc3a55cdc0,27,1,436.7
243,5f38cc36e507c4d880489be38964af19,238,1,192.95
244,6940ba069c2c25350ea9e059b35d7d23,132,1,1255.43
245,d4b1297d645ec19df4cd0af8cd6fe14a,164,1,59.18
246,773d6a126278eaa169f2daeb9cc23ef9,236,1,72.64
247,02e9109b7e0a985108b43e573b6afb23,107,11,967.4100000000001
248,37d2d1ac62901f9a36cff32ca86c9337,216,6,181.76
249,d11a194f143fd919974b08483bc2dd84,64,4,615.28
250,edf0cf9568d3eb609706a98548c06e83,270,1,85.24
251,ff5f63dc004a0f064fc459dc73e45bd1,19,1,26.29
252,5a6d092525ea183026c9b405b903fe0c,149,1,1119.6
253,ad8afaa36c68da1bb75598c756c1148e,13,1,44.41
254,a813e96ecd044395587037a8314a4151,58,1,2031.09
255,dc184f142552a38189d5d5428d1984a6,187,1,222.68
256,a1fdca07add1ff66dda1ccc4de576050,4,1,87.58
257,1acfddcc366d45e07b84eedc46282cdc,17,1,264.22
258,903da68ad12a13ea58f14a292c0c50c6,185,1,368.11
259,286cb34c005540e593bea6045b73bc5a,48,1,96.47
260,0bc50d5cbce10d91edc3e935d068ef0b,28,1,221.28
261,33b141e373b4f251b033f9ed33d6974d,121,2,221.98
262,ee3575d8ee7cd3251e3efd6f9cf23fea,111,4,567.08
263,ae33f41c36f829c6194fdf1ba5721b88,276,1,44.37
264,4b154e0720d0923cee4489015af0f662,36,1,161.01
265,ecf3b5c0c40d0fe49084ec3a467b952d,152,1,117.74
266,98af3235f3dc55bc74cb8932c64b3523,129,1,125.33
267,addbdb6a87401fca750e8aa543641232,38,1,201.42
268,6f90f04011f53535e2ed7add0e6e9775,14,1,30.79
269,c63f1bf0ff66dc26aa7e32552b3d42d1,253,1,190.48
270,9fdda3b176806e4447ead693e25ee82a,308,1,33.77
271,01593b828c6e7c516ed078a4820ab9b2,53,1,44.87
272,4509c8f5e9f3c62a7fe74eca06996bad,309,4,767.96
273,963b5a699e9bba3b80c664365386e69d,77,1,83.22
274,9eeaf54f02f98c43be6b0d01e3978660,292,2,97.87
275,081e0e600cfd38bd7eabb583b2af18a3,97,1,137.38
276,cc320e08bc9bc1b0a30e551d1de1e26d,86,1,104.08
277,c59ba65efe3622bcfaf929ecd5fbfbf5,81,1,320.18
278,bc7fad0e4189527e86792ba981941140,106,1,222.7
279,61b262310a6e93c6b63efa804ce63a7a,212,2,94.3
280,cabd6d095f9967f7044473021795247c,278,1,79.2
281,06b672c7ae6d7ef4cbe41318c397537a,174,1,128.55
282,a6e10bbbfb7af7122f5feb0f19268baa,295,4,276.96
283,e3989ce8a4e6df11d6e653380b318640,256,1,72.68
284,b1d54204de1d43a54e30c7274281504c,133,1,32.13
285,9b390e923bbf7e3edc2bcb93d8707355,152,1,150.21
286,0bd4d2600b49eb951489ebc82723a4e6,66,1,112.77
287,8e189d068ef04b5a5100820fcf317000,23,1,180.32
288,766c363986fc269b65ca0bd173b39691,295,1,43.78
289,c56d066e503008b8d0bf4204857c588d,63,1,87.58
290,059ba8400bf965adf606ecc7ef3396e9,156,1,205.26
291,8941047a0d54f59366a66ba79806ae9b,267,1,82.59
292,a65b62328b640dec0c6054199018fe2b,76,1,52.92
293,9aa5b032a9157594cda43b16a832f738,207,1,188.94
294,8ea097b1824dbd4d17af71b0afe04301,25,1,33.34
295,720d85b7b02bc0505d82fcd0e6010490,264,1,100.34
296,95cfb39a7e263160308a934e42cfc4e0,282,1,73.34
297,a39fd8580a18106b255d59465955e149,263,4,998.8
298,8a024c6ea16ad84e67bdc2bf5bd625c2,272,4,291.0
299,a0f1a379d9aa6e79e14fc5ee5fcac940,162,1,55.04
300,a176838867d89ed62981cdf02b7ca3e1,177,2,461.08
301,0f524b9f56efaf32d066ef999d95840e,58,1,306.16
302,5c00e849b56a56ea31560d5d66f933e9,17,2,135.7
303,5936fabf5dfeaa6c31d9f649b5794e2c,31,2,206.13
304,b8baa482e2e3b439ab972fba47c9be48,314,4,711.54
305,e58a978fc59d070baefbaea0292456eb,250,1,212.88
306,e63d1b81ea1a2cc0a9468c06a4305e09,275,1,65.71
307,d9e85480c2442fce7b1c6e09db3b0492,38,1,32.7
308,1f7d9afd77ceacfa0b5b461a50818806,112,1,99.9
309,178517ea7fc752dbcbfcad925153cf94,284,1,87.21
310,e8e2449fa453dd320f605734798bb093,244,1,133.35
311,cad2c7327ff2add52d6f2579e541ccc7,232,1,49.41
312,bf087cbc0138d7066e1c41d1a97973dd,61,2,358.44
313,40d306efe27702bd8ecabd6c35f32ddb,56,1,141.97
314,69fbe1ef33ee18593788e655e348b954,315,1,85.52
315,969cdc8af5b07074766e79c1e6d76c24,113,4,269.32
316,185dee501a0c28b9c799ff72a3e527c7,27,1,63.08
317,178abcae329614ef88c84a4f2d01b536,8,1,149.85
318,aa2511d870f9323a51307961b1030a5a,116,1,46.13
319,b7691a211ab550e0b5f3bf33ade5f5be,173,1,326.36
320,8232307186e5914a3bcf85d23e5f447a,79,1,200.23
321,0680711d6e757ec7287a047650d3896b,326,1,378.83
322,db9525f2339f6bb22c0ff48a64b5ac8f,102,1,134.71
323,7fe369a374dba4f97910c97f42cd6d6c,302,1,63.98
324,9fb86d78b0db13b64af3089329149fd5,174,4,225.72
325,50343a5529a9ab46eacfd1fdc387cf0a,227,1,64.79
326,6c5ce6b9d419df2b111d90a6e85a10d6,71,1,120.68
327,68e9aca85421a3dc655325bcdf9c9912,278,1,92.85
328,c5f01991eadc43c924dfd891e9026217,166,1,73.25
329,e08869b13b8407ac7473e5bd5f534d2a,320,1,86.25
330,23c033f6c75a249727d9fdd366352b97,22,1,189.34
331,f609af8564851374ca7b2b8a846864dd,73,1,35.45
332,16b2beb51d51f455428a8865562fc89e,193,1,66.78
333,1d94328e99e3a20baebf58fbdf717dea,27,1,70.06
334,80c005e764b7eb039df094f0c3e22c70,177,1,76.76
335,1b1819e5da72c7a8c26b2e46aeeac553,189,1,695.99
336,f1097c9562bd8f87de1e69c30b3b08eb,323,4,310.28
337,9fc8316f4c0d0601664216e0a9327ed5,215,1,1727.67
338,c6bb2e116c8ccaf3738a685ba174b675,86,1,143.9
339,61e65a8282833fe8aa8d7be296a1fabf,204,1,171.32
340,18c75282901f7db1fe38e8c9a3ce4c12,74,1,413.53
341,caab2adae070645d3e3fd3f43533d378,266,1,106.97
342,34c13cd5451e9a2b8dcd0a2260ad631b,27,1,429.64
343,3b81f91785d9ea36cf5177991962baba,101,1,117.96
344,8cd6f80d3c3994e2060d46ec07ff0b0a,15,3,403.84999999999997
345,0920c55955b78533a8319ad1d08baa2f,168,1,76.34
346,b9ce93ae35b4cfe939be5356630992a7,301,1,117.97
347,eb679f5c31d49d7a27b04db1e948b959,328,1,921.04
348,7db1dd56aeb565eb3b144f4ade4d7e0e,224,1,48.99
349,a7bebc53acf7b2c31550f06a58076d17,40,1,35.36
350,6667649dc575c65058507349be078d4f,258,1,164.06
351,6b4e8c5f7ca346e38498de7c1a96564e,71,4,449.68
352,a79c62e50e66e1036ba2cb2e5e00aff3,149,1,95.4
353,196fbfa6f817924c4e13687eef22fb30,55,8,288.28
354,cd2624b9b75d83efb640f7204232511e,36,2,209.2
355,d89190fac424f73403381fd7ab645e05,120,1,311.81
356,f89f986f723349c377779c8197fa7ce5,95,1,20.04
357,9915eb9f74b6c11aaf04833f65b00e93,321,1,916.02
358,646d643b4ac1184e383341f8896c3dc8,281,2,89.02
359,20d8a6a96bd3f57a4d289c8166122c45,275,1,596.27
360,ee23e2b6350cac2c40e521f2253706b7,88,1,215.15
361,f4a0b070b5295e861853a30bd868296d,248,1,75.08
362,2fe074ea3cc24b8fd57d29effc995f8b,271,1,31.75
363,441e8f48725c241d92e07ef7d7cabe68,268,1,48.71
364,350e8172d9a1ed3cea31f50e09de726f,329,1,76.17
365,755751fa93cd2d53adcd3f55b2fcab3a,7,1,193.82
366,930dfe46b364af81db0fb4828bce74c9,300,1,205.07
367,a3715422134e4c66bae42366fba591e5,110,1,228.43
368,7c74eafe37979f7cad43c4cae0769b74,140,1,196.95
369,3ae748b0c0cf7d473b7acac5e07a05ca,299,1,300.76
370,551bf3cd63555513dd3dfdaba9b7541a,274,1,36.35
371,7141f12f335b30c6d8ca881d9f330c69,41,1,502.12
372,c3d8a0b18ff1521752caf54292bdd5cf,115,1,339.09
373,6424423121df7517efd1fa700283c47f,291,1,36.69
374,63ac99abec6ae9397c61293badd8a268,174,1,198.16
375,1738c95dedba6054c89d4c3db87f6fd7,66,1,20.29
376,79e12483f9b14c3254db94bd137a4b70,22,1,1480.73
377,8c1a9f0c17eb22e956dcb66dde60f9d3,118,1,345.46
378,7aa123fb08cb845c66e2d2bb3dee879c,270,1,32.94
379,c48f157c4de3d58b5087490cd61d97a8,239,1,42.09
380,57fa50f976b8be14eddbbbe51dcc5cef,207,1,42.69
381,990302c82284e848fd5985e4f0c917ad,48,1,63.12
382,0255fc149c1f191319c8c431479e5d8c,29,1,140.67
383,6b9afcb17cc0d97ebb20f7fc4e3a25c7,200,1,132.09
384,fe2222908d7d7dc8e03d0efea168a474,116,1,77.38
385,414c84ad495003b943019c464580f531,276,1,400.65
386,2948be030b49909f3eccb592b8315f89,194,1,57.59
387,f80125969d737b5ac29b614db66034b8,2,1,51.2
388,83588092e958b8f322c1bb40c20a8428,225,1,47.1
389,0b5ad91465a83091bf1895d85a4267f9,103,1,31.99
390,9ba98a3b2aa42ee6dcb06da4ef7733c5,218,1,92.57
391,ec85abbbac44c1bb668a04903d033b6d,273,1,81.21
392,b08428dc70f6011f89da661fbbf1e654,246,1,148.68
393,147324a07e96b3cfb515d94137b4a327,259,1,88.37
394,b224df8756a4e80f5598fff21316b833,25,1,93.12
395,c666e59a2d3ced923880461526113d38,186,1,135.52
396,66b1d7f471c8c9e8d9f9f624d6962aff,24,1,71.27
397,a54ac085fc21d6fee207ddc23554a93e,276,1,62.08
398,46a5335f5fe2f04744ec3535fc6e36f7,159,1,297.2
399,82d3e8adcc5eaecb0594f0b20a105d93,104,1,307.0
400,5533b6863859076febafeed9a35bb6c2,262,1,145.58
401,cc77e2bf7a54937f23c5534a4b4742d7,119,4,275.48
402,16ecae01d286ede5c22b963dc96f08ec,215,1,335.48
403,30cf132fa42d1d4434e6b51827b81491,181,1,132.57
404,991b34b2a28841c492dd1f8567935ced,285,1,53.82
405,567cce4e47a422c4e6e2021a46c979e7,237,1,163.32
406,9107708e80782c0f6ccc2b607f5f2a6c,28,1,96.17
407,da76149820a35f0ef7ab70037d9dc9c9,315,1,56.78
408,c7e6f657d0b28ae86ddb5bc464f702e1,285,1,154.73
409,1175e95fb47ddff9de6b2b06188f7e0d,223,2,83.19
410,9565b6eb599caea334238cf517c2408b,31,1,96.62
411,76cf4cc60c7b6d6469c49e11e9b714dc,125,1,130.27
412,bb477df0c32c10ffaf2b2c5e81169f20,180,1,147.28
413,cadb385cc1299451df18febff40aabc9,13,1,46.16
414,62234bde75e95fb025e2499a0a3bbc2d,216,1,22.38
415,9160831db912b9fb5f89d075588d68a7,100,25,3480.75
416,c9f6a5d979d6abcd5e03dde326586a35,109,1,236.41
417,c9a91ce6fdb1137f469e8771b60a86ec,237,1,119.89
418,633bd93d8ea8d1b21a3c03a466862f35,75,1,139.41
419,5a494c648fde2d1ec4eb614274ea7159,173,61,9859.880000000001
420,fe25d225d2494b252321b09821ebdbdf,286,1,126.33
421,f1222bacdff89a25eb29e54eeaabbe6b,226,1,36.69
422,4268ba27ab73c81466d3068e501223a3,84,1,27.29
423,3b9de7fdd14fc3a254f14c1e28f236e4,126,1,133.28
424,a826e92cf1530ad8a2e0e2f1350ac1be,282,1,455.29
425,4919652599408c4cdb93218f74137435,147,1,619.9
426,323b82df3d9616926c9eb5a0924abfbe,221,4,172.04
427,c3818f2a1aa9b856afa2cc5adf8e97b7,114,1,243.36
428,ffd402998b20b0b8325f54e770264733,90,1,22.78
429,9202421110f6a19ddcf0b9b93602a0a1,89,1,133.25
430,b47838e44cc3e864f6cc78ba3a4e740c,47,1,55.96
431,620123772a3dcba2bd22515fb40e1fb3,264,1,48.6
432,fc8082a08a30524173a53dfdbb800e0b,261,1,70.12
433,2f293b442348c20d12aa4537bd3d7234,98,2,314.01
